"gene_id" "gene_biotype"
"30202" "ENSG00000117215" "protein_coding"
"30227" "ENSG00000158786" "protein_coding"
"30246" "ENSG00000227066" "lincRNA"
"30253" "ENSG00000187980" "protein_coding"
"30279" "ENSG00000225986" "antisense"
"30283" "ENSG00000162543" "protein_coding"
"30293" "ENSG00000228105" "lincRNA"
"30297" "ENSG00000158816" "protein_coding"
"30537" "ENSG00000226664" "antisense"
"30541" "ENSG00000236963" "lincRNA"
"30584" "ENSG00000226487" "lincRNA"
"30589" "ENSG00000162545" "protein_coding"
"30602" "ENSG00000090432" "protein_coding"
"30616" "ENSG00000215520" "processed_pseudogene"
"30619" "ENSG00000183114" "protein_coding"
"30627" "ENSG00000158825" "protein_coding"
"30645" "ENSG00000158828" "protein_coding"
"30680" "ENSG00000117242" "antisense"
"30685" "ENSG00000244038" "protein_coding"
"30784" "ENSG00000117245" "protein_coding"
"30927" "ENSG00000235432" "unprocessed_pseudogene"
"30933" "ENSG00000189410" "protein_coding"
"31043" "ENSG00000233069" "antisense"
"31047" "ENSG00000127483" "protein_coding"
"31237" "ENSG00000075151" "protein_coding"
"31703" "ENSG00000251914" "snRNA"
"31706" "ENSG00000221808" "miRNA"
"31709" "ENSG00000233072" "processed_pseudogene"
"31712" "ENSG00000236073" "processed_pseudogene"
"31715" "ENSG00000235112" "processed_pseudogene"
"31719" "ENSG00000117298" "protein_coding"
"31993" "ENSG00000236936" "antisense"
"31998" "ENSG00000231105" "antisense"
"32003" "ENSG00000236216" "processed_pseudogene"
"32006" "ENSG00000228823" "unprocessed_pseudogene"
"32010" "ENSG00000236009" "lincRNA"
"32019" "ENSG00000227001" "unprocessed_pseudogene"
"32026" "ENSG00000187952" "processed_pseudogene"
"32029" "ENSG00000186543" "unprocessed_pseudogene"
"32036" "ENSG00000142794" "protein_coding"
"32313" "ENSG00000176378" "processed_pseudogene"
"32316" "ENSG00000162551" "protein_coding"
"32449" "ENSG00000233431" "antisense"
"32453" "ENSG00000076864" "protein_coding"
"32923" "ENSG00000090686" "protein_coding"
"33240" "ENSG00000231978" "processed_pseudogene"
"33243" "ENSG00000187942" "protein_coding"
"33279" "ENSG00000142798" "protein_coding"
"33574" "ENSG00000232037" "processed_pseudogene"
"33577" "ENSG00000283234" "transcribed_unitary_pseudogene"
"33583" "ENSG00000219073" "protein_coding"
"33636" "ENSG00000273610" "misc_RNA"
"33639" "ENSG00000201919" "snRNA"
"33642" "ENSG00000142789" "protein_coding"
"33688" "ENSG00000278124" "misc_RNA"
"33691" "ENSG00000201273" "snRNA"
"33694" "ENSG00000228397" "lincRNA"
"33703" "ENSG00000218510" "lincRNA"
"33739" "ENSG00000070831" "protein_coding"
"33814" "ENSG00000230068" "sense_intronic"
"33818" "ENSG00000271428" "processed_pseudogene"
"33821" "ENSG00000271840" "lincRNA"
"33824" "ENSG00000162552" "protein_coding"
"33856" "ENSG00000266564" "miRNA"
"33859" "ENSG00000234397" "processed_pseudogene"
"33862" "ENSG00000279625" "TEC"
"33865" "ENSG00000184677" "protein_coding"
"34004" "ENSG00000237200" "sense_intronic"
"34008" "ENSG00000070886" "protein_coding"
"34063" "ENSG00000276835" "miRNA"
"34066" "ENSG00000173372" "protein_coding"
"34096" "ENSG00000159189" "protein_coding"
"34130" "ENSG00000173369" "protein_coding"
"34173" "ENSG00000133216" "protein_coding"
"34352" "ENSG00000265422" "miRNA"
"34355" "ENSG00000225952" "antisense"
"34359" "ENSG00000264014" "miRNA"
"34362" "ENSG00000215906" "protein_coding"
"34392" "ENSG00000227868" "protein_coding"
"34420" "ENSG00000004487" "protein_coding"
"34541" "ENSG00000240553" "antisense"
"34545" "ENSG00000263793" "miRNA"
"34548" "ENSG00000266802" "miRNA"
"34551" "ENSG00000169641" "protein_coding"
"34613" "ENSG00000229010" "processed_pseudogene"
"34616" "ENSG00000206935" "snRNA"
"34619" "ENSG00000252578" "snRNA"
"34622" "ENSG00000179546" "protein_coding"
"34630" "ENSG00000215381" "processed_pseudogene"
"34633" "ENSG00000261326" "lincRNA"
"34639" "ENSG00000125944" "protein_coding"
"34820" "ENSG00000125945" "protein_coding"
"34845" "ENSG00000249087" "antisense"
"34865" "ENSG00000201405" "misc_RNA"
"34868" "ENSG00000271420" "lincRNA"
"34871" "ENSG00000204219" "protein_coding"
"34948" "ENSG00000232482" "processed_pseudogene"
"34953" "ENSG00000088280" "protein_coding"
"35252" "ENSG00000007968" "protein_coding"
"35275" "ENSG00000235052" "lincRNA"
"35279" "ENSG00000117318" "protein_coding"
"35297" "ENSG00000197880" "protein_coding"
"35333" "ENSG00000229239" "unprocessed_pseudogene"
"35342" "ENSG00000142676" "protein_coding"
"35389" "ENSG00000011007" "protein_coding"
"35476" "ENSG00000236810" "antisense"
"35486" "ENSG00000057757" "protein_coding"
"35526" "ENSG00000011009" "protein_coding"
"35692" "ENSG00000117308" "protein_coding"
"35890" "ENSG00000117305" "protein_coding"
"35997" "ENSG00000179163" "protein_coding"
"36019" "ENSG00000188822" "protein_coding"
"36029" "ENSG00000229106" "processed_pseudogene"
"36032" "ENSG00000232557" "antisense"
"36036" "ENSG00000264926" "miRNA"
"36039" "ENSG00000230228" "processed_pseudogene"
"36042" "ENSG00000189266" "protein_coding"
"36081" "ENSG00000188529" "protein_coding"
"36260" "ENSG00000215905" "processed_pseudogene"
"36264" "ENSG00000225315" "antisense"
"36270" "ENSG00000142661" "protein_coding"
"36393" "ENSG00000230703" "antisense"
"36398" "ENSG00000142677" "protein_coding"
"36418" "ENSG00000185436" "protein_coding"
"36501" "ENSG00000230023" "lincRNA"
"36506" "ENSG00000232298" "antisense"
"36513" "ENSG00000158055" "protein_coding"
"36719" "ENSG00000001460" "protein_coding"
"36843" "ENSG00000001461" "protein_coding"
"36974" "ENSG00000117602" "protein_coding"
"37113" "ENSG00000264443" "lincRNA"
"37118" "ENSG00000184454" "protein_coding"
"37137" "ENSG00000227312" "processed_pseudogene"
"37140" "ENSG00000239106" "misc_RNA"
"37143" "ENSG00000133226" "protein_coding"
"37431" "ENSG00000169504" "protein_coding"
"37478" "ENSG00000238482" "snRNA"
"37481" "ENSG00000020633" "protein_coding"
"37543" "ENSG00000278034" "miRNA"
"37546" "ENSG00000229162" "antisense"
"37551" "ENSG00000261025" "lincRNA"
"37554" "ENSG00000264371" "miRNA"
"37557" "ENSG00000233755" "lincRNA"
"37565" "ENSG00000233419" "processed_pseudogene"
"37568" "ENSG00000231953" "antisense"
"37572" "ENSG00000117614" "protein_coding"
"37615" "ENSG00000117616" "protein_coding"
"37773" "ENSG00000272432" "lincRNA"
"37776" "ENSG00000261349" "unprocessed_pseudogene"
"37780" "ENSG00000187010" "protein_coding"
"37976" "ENSG00000224183" "processed_pseudogene"
"37979" "ENSG00000259984" "unprocessed_pseudogene"
"37983" "ENSG00000183726" "protein_coding"
"38033" "ENSG00000188672" "protein_coding"
"38209" "ENSG00000238084" "processed_pseudogene"
"38212" "ENSG00000204178" "protein_coding"
"38267" "ENSG00000157978" "protein_coding"
"38319" "ENSG00000225643" "lincRNA"
"38323" "ENSG00000117643" "protein_coding"
"38464" "ENSG00000233478" "antisense"
"38468" "ENSG00000162430" "protein_coding"
"38582" "ENSG00000255054" "protein_coding"
"38598" "ENSG00000228172" "antisense"
"38611" "ENSG00000117640" "protein_coding"
"38942" "ENSG00000272478" "antisense"
"38945" "ENSG00000127423" "protein_coding"
"38973" "ENSG00000236528" "antisense"
"38977" "ENSG00000182749" "protein_coding"
"38987" "ENSG00000207302" "misc_RNA"
"38990" "ENSG00000117632" "protein_coding"
"39090" "ENSG00000229786" "processed_pseudogene"
"39093" "ENSG00000223624" "processed_pseudogene"
"39096" "ENSG00000158006" "protein_coding"
"39197" "ENSG00000207237" "snRNA"
"39200" "ENSG00000252190" "scaRNA"
"39203" "ENSG00000252691" "scaRNA"
"39206" "ENSG00000158008" "protein_coding"
"39250" "ENSG00000158014" "protein_coding"
"39295" "ENSG00000158022" "protein_coding"
"39323" "ENSG00000175087" "protein_coding"
"39368" "ENSG00000197245" "protein_coding"
"39378" "ENSG00000282872" "protein_coding"
"39402" "ENSG00000236782" "protein_coding"
"39446" "ENSG00000142684" "protein_coding"
"39467" "ENSG00000142675" "protein_coding"
"39777" "ENSG00000188782" "protein_coding"
"39848" "ENSG00000236155" "transcribed_unprocessed_pseudogene"
"39872" "ENSG00000278572" "unprocessed_pseudogene"
"39877" "ENSG00000130695" "protein_coding"
"40018" "ENSG00000270733" "processed_pseudogene"
"40021" "ENSG00000142669" "protein_coding"
"40042" "ENSG00000158062" "protein_coding"
"40406" "ENSG00000169442" "protein_coding"
"40423" "ENSG00000176092" "protein_coding"
"40586" "ENSG00000225854" "processed_pseudogene"
"40589" "ENSG00000176083" "protein_coding"
"40711" "ENSG00000131914" "protein_coding"
"40740" "ENSG00000117682" "protein_coding"
"41052" "ENSG00000223583" "processed_pseudogene"
"41055" "ENSG00000225891" "antisense"
"41061" "ENSG00000198830" "protein_coding"
"41143" "ENSG00000224129" "processed_pseudogene"
"41146" "ENSG00000117676" "protein_coding"
"41575" "ENSG00000238705" "miRNA"
"41578" "ENSG00000243905" "misc_RNA"
"41581" "ENSG00000252802" "misc_RNA"
"41584" "ENSG00000252429" "snRNA"
"41587" "ENSG00000229247" "processed_pseudogene"
"41590" "ENSG00000238316" "snoRNA"
"41593" "ENSG00000235069" "processed_pseudogene"
"41596" "ENSG00000260063" "antisense"
"41599" "ENSG00000117713" "protein_coding"
"41936" "ENSG00000060642" "protein_coding"
"42005" "ENSG00000241188" "misc_RNA"
"42008" "ENSG00000204160" "protein_coding"
"42086" "ENSG00000175793" "protein_coding"
"42094" "ENSG00000226698" "antisense"
"42098" "ENSG00000142751" "protein_coding"
"42149" "ENSG00000198746" "protein_coding"
"42187" "ENSG00000090273" "protein_coding"
"42244" "ENSG00000131910" "protein_coding"
"42254" "ENSG00000175707" "protein_coding"
"42283" "ENSG00000172746" "unprocessed_pseudogene"
"42287" "ENSG00000224064" "processed_pseudogene"
"42290" "ENSG00000225294" "processed_pseudogene"
"42293" "ENSG00000253368" "protein_coding"
"42310" "ENSG00000158246" "protein_coding"
"42320" "ENSG00000280403" "protein_coding"
"42326" "ENSG00000090020" "protein_coding"
"42400" "ENSG00000229985" "processed_pseudogene"
"42403" "ENSG00000214973" "processed_pseudogene"
"42406" "ENSG00000225159" "processed_pseudogene"
"42409" "ENSG00000225990" "processed_pseudogene"
"42412" "ENSG00000224311" "antisense"
"42417" "ENSG00000142784" "protein_coding"
"42549" "ENSG00000252098" "misc_RNA"
"42552" "ENSG00000243659" "processed_pseudogene"
"42556" "ENSG00000186501" "protein_coding"
"42719" "ENSG00000206888" "snRNA"
"42722" "ENSG00000241547" "processed_pseudogene"
"42725" "ENSG00000142765" "protein_coding"
"42915" "ENSG00000142733" "protein_coding"
"43168" "ENSG00000142748" "protein_coding"
"43216" "ENSG00000174950" "protein_coding"
"43253" "ENSG00000231207" "processed_pseudogene"
"43257" "ENSG00000181773" "protein_coding"
"43267" "ENSG00000158195" "protein_coding"
"43312" "ENSG00000241169" "lincRNA"
"43316" "ENSG00000237429" "antisense"
"43320" "ENSG00000126705" "protein_coding"
"43370" "ENSG00000000938" "protein_coding"
"43520" "ENSG00000235912" "processed_pseudogene"
"43523" "ENSG00000233975" "lincRNA"
"43527" "ENSG00000126709" "protein_coding"
"43573" "ENSG00000225886" "antisense"
"43600" "ENSG00000206767" "snRNA"
"43603" "ENSG00000226662" "processed_pseudogene"
"43606" "ENSG00000207095" "snRNA"
"43609" "ENSG00000009780" "protein_coding"
"43751" "ENSG00000231344" "processed_pseudogene"
"43754" "ENSG00000230833" "processed_pseudogene"
"43757" "ENSG00000117758" "protein_coding"
"43810" "ENSG00000269971" "sense_intronic"
"43813" "ENSG00000270031" "sense_intronic"
"43816" "ENSG00000223062" "snRNA"
"43819" "ENSG00000117751" "protein_coding"
"43895" "ENSG00000252947" "scaRNA"
"43898" "ENSG00000278868" "protein_coding"
"43904" "ENSG00000130775" "protein_coding"
"44013" "ENSG00000117748" "protein_coding"
"44109" "ENSG00000130768" "protein_coding"
"44213" "ENSG00000227050" "antisense"
"44220" "ENSG00000158156" "protein_coding"
"44236" "ENSG00000158161" "protein_coding"
"44459" "ENSG00000238231" "processed_pseudogene"
"44462" "ENSG00000240750" "misc_RNA"
"44465" "ENSG00000228589" "processed_pseudogene"
"44468" "ENSG00000228943" "processed_pseudogene"
"44472" "ENSG00000214812" "processed_pseudogene"
"44476" "ENSG00000253005" "snRNA"
"44479" "ENSG00000169403" "protein_coding"
"44509" "ENSG00000126698" "protein_coding"
"44571" "ENSG00000130770" "protein_coding"
"44614" "ENSG00000270605" "antisense"
"44617" "ENSG00000271398" "lincRNA"
"44620" "ENSG00000130766" "protein_coding"
"44646" "ENSG00000130772" "protein_coding"
"44682" "ENSG00000204138" "protein_coding"
"44867" "ENSG00000206779" "misc_RNA"
"44870" "ENSG00000229820" "processed_pseudogene"
"44873" "ENSG00000221216" "snRNA"
"44876" "ENSG00000180198" "protein_coding"
"45118" "ENSG00000242125" "sense_intronic"
"45129" "ENSG00000274266" "snoRNA"
"45132" "ENSG00000200087" "snoRNA"
"45135" "ENSG00000231468" "processed_pseudogene"
"45139" "ENSG00000279443" "TEC"
"45142" "ENSG00000180098" "protein_coding"
"45224" "ENSG00000197989" "antisense"
"45291" "ENSG00000221539" "snoRNA"
"45294" "ENSG00000278274" "snoRNA"
"45297" "ENSG00000273544" "snoRNA"
"45300" "ENSG00000274582" "snoRNA"
"45303" "ENSG00000280498" "snoRNA"
"45306" "ENSG00000120656" "protein_coding"
"45353" "ENSG00000188060" "protein_coding"
"45366" "ENSG00000229388" "lincRNA"
"45373" "ENSG00000270103" "lincRNA"
"45376" "ENSG00000274978" "snRNA"
"45379" "ENSG00000162419" "protein_coding"
"45465" "ENSG00000252777" "scaRNA"
"45468" "ENSG00000198492" "protein_coding"
"45555" "ENSG00000116329" "protein_coding"
"45579" "ENSG00000233427" "antisense"
"45584" "ENSG00000199756" "misc_RNA"
"45587" "ENSG00000159023" "protein_coding"
"45933" "ENSG00000225616" "processed_pseudogene"
"45936" "ENSG00000206704" "misc_RNA"
"45939" "ENSG00000277958" "misc_RNA"
"45942" "ENSG00000253304" "protein_coding"
"45961" "ENSG00000225750" "lincRNA"
"45966" "ENSG00000116350" "protein_coding"
"46045" "ENSG00000277916" "misc_RNA"
"46048" "ENSG00000116353" "protein_coding"
"46216" "ENSG00000237934" "antisense"
"46221" "ENSG00000060656" "protein_coding"
"46530" "ENSG00000230523" "lincRNA"
"46535" "ENSG00000225011" "unprocessed_pseudogene"
"46539" "ENSG00000228176" "lincRNA"
"46543" "ENSG00000270927" "processed_pseudogene"
"46546" "ENSG00000233399" "lincRNA"
"46555" "ENSG00000233372" "lincRNA"
"46559" "ENSG00000231251" "processed_pseudogene"
"46562" "ENSG00000236335" "lincRNA"
"46567" "ENSG00000231949" "lincRNA"
"46572" "ENSG00000162510" "protein_coding"
"46602" "ENSG00000186056" "antisense"
"46619" "ENSG00000162511" "protein_coding"
"46653" "ENSG00000264773" "miRNA"
"46656" "ENSG00000229607" "lincRNA"
"46660" "ENSG00000223382" "lincRNA"
"46707" "ENSG00000222784" "misc_RNA"
"46710" "ENSG00000235143" "antisense"
"46714" "ENSG00000162512" "protein_coding"
"46750" "ENSG00000266210" "misc_RNA"
"46753" "ENSG00000134644" "protein_coding"
"47314" "ENSG00000237329" "processed_pseudogene"
"47317" "ENSG00000232768" "processed_pseudogene"
"47320" "ENSG00000215900" "processed_pseudogene"
"47324" "ENSG00000225142" "processed_pseudogene"
"47327" "ENSG00000084628" "protein_coding"
"47379" "ENSG00000060688" "protein_coding"
"47438" "ENSG00000229447" "processed_pseudogene"
"47441" "ENSG00000121766" "protein_coding"
"47611" "ENSG00000229044" "antisense"
"47616" "ENSG00000121769" "protein_coding"
"47664" "ENSG00000168528" "protein_coding"
"47785" "ENSG00000215899" "processed_pseudogene"
"47788" "ENSG00000206981" "snRNA"
"47791" "ENSG00000260386" "transcribed_unitary_pseudogene"
"47820" "ENSG00000265961" "misc_RNA"
"47823" "ENSG00000229167" "antisense"
"47828" "ENSG00000142910" "protein_coding"
"47964" "ENSG00000121764" "protein_coding"
"48039" "ENSG00000162517" "protein_coding"
"48087" "ENSG00000235790" "antisense"
"48217" "ENSG00000264078" "antisense"
"48221" "ENSG00000084636" "protein_coding"
"48674" "ENSG00000121753" "protein_coding"
"49223" "ENSG00000266580" "miRNA"
"49226" "ENSG00000254545" "antisense"
"49230" "ENSG00000134668" "protein_coding"
"49442" "ENSG00000203620" "lincRNA"
"49446" "ENSG00000269967" "lincRNA"
"49450" "ENSG00000184007" "protein_coding"
"49614" "ENSG00000228634" "lincRNA"
"49618" "ENSG00000121774" "protein_coding"
"49683" "ENSG00000203325" "antisense"
"49688" "ENSG00000121775" "protein_coding"
"49797" "ENSG00000266203" "miRNA"
"49800" "ENSG00000276493" "misc_RNA"
"49803" "ENSG00000025800" "protein_coding"
"49899" "ENSG00000250135" "sense_intronic"
"49903" "ENSG00000084652" "protein_coding"
"49956" "ENSG00000160050" "protein_coding"
"50022" "ENSG00000224066" "antisense"
"50031" "ENSG00000160051" "protein_coding"
"50067" "ENSG00000222046" "protein_coding"
"50098" "ENSG00000160055" "protein_coding"
"50266" "ENSG00000084623" "protein_coding"
"50339" "ENSG00000220785" "transcribed_unprocessed_pseudogene"
"50373" "ENSG00000183615" "protein_coding"
"50383" "ENSG00000182866" "protein_coding"
"50615" "ENSG00000277617" "misc_RNA"
"50618" "ENSG00000252450" "misc_RNA"
"50621" "ENSG00000116478" "protein_coding"
"50721" "ENSG00000175130" "protein_coding"
"50731" "ENSG00000233775" "lincRNA"
"50735" "ENSG00000162526" "protein_coding"
"50759" "ENSG00000225828" "protein_coding"
"50785" "ENSG00000160058" "protein_coding"
"51044" "ENSG00000224333" "processed_pseudogene"
"51047" "ENSG00000270850" "processed_pseudogene"
"51050" "ENSG00000229259" "unprocessed_pseudogene"
"51056" "ENSG00000263529" "misc_RNA"
"51059" "ENSG00000254553" "protein_coding"
"51085" "ENSG00000273274" "protein_coding"
"51099" "ENSG00000160062" "protein_coding"
"51130" "ENSG00000176261" "protein_coding"
"51315" "ENSG00000200591" "misc_RNA"
"51318" "ENSG00000162521" "protein_coding"
"51617" "ENSG00000162520" "protein_coding"
"51660" "ENSG00000224409" "antisense"
"51664" "ENSG00000162522" "protein_coding"
"51742" "ENSG00000134684" "protein_coding"
"51844" "ENSG00000116497" "protein_coding"
"51973" "ENSG00000160097" "protein_coding"
"52017" "ENSG00000121905" "protein_coding"
"52046" "ENSG00000121900" "protein_coding"
"52101" "ENSG00000116514" "protein_coding"
"52168" "ENSG00000278966" "TEC"
"52173" "ENSG00000217644" "processed_pseudogene"
"52176" "ENSG00000239670" "unprocessed_pseudogene"
"52180" "ENSG00000236065" "antisense"
"52184" "ENSG00000004455" "protein_coding"
"52357" "ENSG00000276645" "misc_RNA"
"52360" "ENSG00000142920" "protein_coding"
"52553" "ENSG00000278997" "TEC"
"52556" "ENSG00000116525" "protein_coding"
"52595" "ENSG00000279179" "TEC"
"52598" "ENSG00000160094" "protein_coding"
"52660" "ENSG00000270115" "lincRNA"
"52663" "ENSG00000184389" "protein_coding"
"52677" "ENSG00000225313" "antisense"
"52715" "ENSG00000134686" "protein_coding"
"52873" "ENSG00000222112" "misc_RNA"
"52876" "ENSG00000233246" "antisense"
"52881" "ENSG00000234512" "unitary_pseudogene"
"52884" "ENSG00000121903" "protein_coding"
"52924" "ENSG00000235907" "processed_pseudogene"
"52927" "ENSG00000121904" "protein_coding"
"53629" "ENSG00000227000" "processed_pseudogene"
"53632" "ENSG00000176256" "protein_coding"
"53662" "ENSG00000231163" "antisense"
"53691" "ENSG00000201148" "rRNA"
"53694" "ENSG00000142698" "protein_coding"
"53733" "ENSG00000270241" "processed_pseudogene"
"53736" "ENSG00000207941" "miRNA"
"53739" "ENSG00000163866" "protein_coding"
"53802" "ENSG00000189280" "protein_coding"
"53812" "ENSG00000189433" "protein_coding"
"53822" "ENSG00000255811" "antisense"
"53826" "ENSG00000188910" "protein_coding"
"53845" "ENSG00000187513" "protein_coding"
"53862" "ENSG00000230163" "antisense"
"53866" "ENSG00000116544" "protein_coding"
"53924" "ENSG00000241014" "processed_transcript"
"53932" "ENSG00000271741" "protein_coding"
"53972" "ENSG00000243749" "protein_coding"
"53984" "ENSG00000163867" "protein_coding"
